text,num,gender,f_form,fname,m_form
Гончаренко,3503,u,,,
Кудряшова,3498,f,,,Кудряшов
Карташов,3497,m,Карташова,,
Спирин,3497,m,Спирина,,
Сахаров,3493,m,Сахарова,,
Швец,3492,u,,,
Нечаева,3488,f,,,Нечаев
Шульга,3475,u,,,
Чистякова,3467,f,,,Чистяков
Бабкин,3467,m,Бабкина,,
Кирсанов,3457,m,Кирсанова,Кирсан,
Горелов,3449,m,Горелова,,
Маликов,3449,m,Маликова,Малик,
Волошин,3446,m,Волошина,,
Филимонова,3437,f,,Филимон,Филимонов
Пушкарев,3433,m,Пушкарева,,
Ларионова,3427,f,,Ларион,Ларионов
Мкртчян,3426,u,,,
Авдеева,3425,f,,,Авдеев
Вахрушев,3421,m,Вахрушева,,
Скворцова,3421,f,,,Скворцов
Васильченко,3414,u,,,
Гриценко,3412,u,,,
Хусаинов,3408,m,Хусаинова,Хусаин,
Короткова,3403,f,,,Коротков
Зотова,3402,f,,Зот,Зотов
Хабибуллин,3399,m,Хабибуллина,,
Жарков,3396,m,Жаркова,,
Омаров,3393,m,Омарова,Омар,
Саакян,3389,u,,,
Петухова,3384,f,,,Петухов
Рыбин,3383,m,Рыбина,,
Воронков,3381,m,Воронкова,,
Майорова,3379,f,,Майор,Майоров
Бобков,3377,m,Бобкова,,
Моисеенко,3375,u,,,
Калугин,3373,m,Калугина,,
Злобин,3368,m,Злобина,,
Старков,3358,m,Старкова,,
Мироненко,3357,u,,,
Абдуллин,3356,m,Абдуллина,,
Черненко,3356,u,,,
Горбачева,3352,f,,,Горбачев
Кукушкин,3350,m,Кукушкина,,
Гуров,3350,m,Гурова,,
Ван,3349,u,,,
Пархоменко,3339,u,,,
Еремина,3331,f,,,Еремин
Большакова,3330,f,,,Большаков
Малахова,3323,f,,Малах,Малахов
Воронцова,3319,f,,,Воронцов
Вдовин,3315,m,Вдовина,,
Брагин,3311,m,Брагина,,
Головина,3307,f,,,Головин
Дудин,3304,m,Дудина,,
Исмагилов,3300,m,Исмагилова,Исмагил,
Чернышева,3297,f,,,Чернышев
Носова,3297,f,,,Носов
Коробов,3296,m,Коробова,,
Шутов,3295,m,Шутова,,
Киреева,3292,f,,,Киреев
Губин,3291,m,Губина,,
Доронин,3291,m,Доронина,,
Ермолаева,3291,f,,,Ермолаев
Бондарева,3284,f,,,Бондарев
Кулик,3282,u,,,
Кондратенко,3279,u,,,
Крюкова,3278,f,,,Крюков
Дунаев,3277,m,Дунаева,,
Кондрашов,3275,m,Кондрашова,,
Губанов,3273,m,Губанова,,
Агафонова,3269,f,,Агафон,Агафонов
Николаенко,3262,u,,,
Першин,3262,m,Першина,,
Дроздова,3258,f,,,Дроздов
Рахимов,3258,m,Рахимова,Рахим,
Стрельников,3257,m,Стрельникова,,
Пахомова,3253,f,,Пахом,Пахомов
Русских,3252,u,,,
Щеглов,3248,m,Щеглова,,
Глебов,3248,m,Глебова,Глеб,
Ломакин,3247,m,Ломакина,,
Галеев,3242,m,Галеева,,
Ежов,3237,m,Ежова,,
Копылова,3237,f,,,Копылов
Прокопьев,3235,m,Прокопьева,,
Салихов,3232,m,Салихова,Салих,
Корнилова,3231,f,,Корнил,Корнилов
Бессонов,3230,m,Бессонова,,
Ефименко,3228,u,,,
Кожевникова,3228,f,,,Кожевников
Варданян,3226,u,,,
Луценко,3222,u,,,
Белых,3222,u,,,
Сабиров,3221,m,Сабирова,Сабир,
Бурцев,3215,m,Бурцева,,
Ерофеев,3213,m,Ерофеева,,
Исакова,3208,f,,Исак,Исаков
Вишняков,3207,m,Вишнякова,,
Чернышова,3207,f,,,Чернышов
Устинова,3205,f,,Устин,Устинов
Горшкова,3199,f,,,Горшков
Харламов,3196,m,Харламова,Харлам,
Горюнов,3187,m,Горюнова,Горюн,
Черкасова,3181,f,,,Черкасов
Молчанова,3178,f,,,Молчанов
Минин,3174,m,Минина,,
Мишина,3170,f,,,Мишин
Ульянова,3170,f,,Ульян,Ульянов
Курбатов,3169,m,Курбатова,Курбат,
Сазонова,3169,f,,Сазон,Сазонов
Спиридонова,3165,f,,Спиридон,Спиридонов
Гавриленко,3158,u,,,
Парамонов,3155,m,Парамонова,Парамон,
Блохин,3149,m,Блохина,,
Истомин,3148,m,Истомина,,
Кулакова,3146,f,,,Кулаков
Ионов,3142,m,Ионова,Ион,
Новожилов,3142,m,Новожилова,,
Бычкова,3140,f,,,Бычков
Позднякова,3135,f,,,Поздняков
Хоменко,3134,u,,,
Даниленко,3132,u,,,
Галиев,3130,m,Галиева,,
Барсуков,3128,m,Барсукова,,
Касаткин,3127,m,Касаткина,,
Камалов,3125,m,Камалова,Камал,
Козин,3124,m,Козина,,
Мусин,3122,m,Мусина,,
Пилипенко,3121,u,,,
Гладков,3117,m,Гладкова,,
Дьяков,3115,m,Дьякова,,
Цыганков,3114,m,Цыганкова,,
Меньшиков,3112,m,Меньшикова,,
Астафьев,3107,m,Астафьева,,
Якушев,3104,m,Якушева,,
Буров,3103,m,Бурова,,
Нгуен,3102,u,,,
Дубинин,3094,m,Дубинина,,
Юнусов,3093,m,Юнусова,Юнус,
Аракелян,3093,u,,,
Никитенко,3090,u,,,
Рожкова,3089,f,,,Рожков
Старцев,3088,m,Старцева,,
Болотов,3083,m,Болотова,Болот,
Ануфриев,3073,m,Ануфриева,,
Чугунов,3071,m,Чугунова,,
Кучеренко,3068,u,,,
Самсонова,3067,f,,Самсон,Самсонов
Кочетов,3065,m,Кочетова,,
Дорофеева,3059,f,,,Дорофеев
Одинцов,3058,m,Одинцова,,
Лихачев,3057,m,Лихачева,,
Мешков,3053,m,Мешкова,,
Артемьева,3052,f,,,Артемьев
Аверин,3052,m,Аверина,,
Бубнов,3036,m,Бубнова,,
Золотухин,3034,m,Золотухина,,
Корнеева,3032,f,,,Корнеев
Балашова,3031,f,,,Балашов
Чеботарев,3031,m,Чеботарева,,
Семёнов,3028,m,Семёнова,Семён,
Сафаров,3024,m,Сафарова,Сафар,
Рыбакова,3019,f,,,Рыбаков
Маркина,3019,f,,,Маркин
Юрьев,3019,m,Юрьева,,
Елизаров,3016,m,Елизарова,Елизар,
Кравцова,3016,f,,,Кравцов
Ивлев,3015,m,Ивлева,,
Юсупова,3013,f,,Юсуп,Юсупов
Дубровин,3012,m,Дубровина,,
Боброва,3008,f,,,Бобров
Храмов,3007,m,Храмова,,
Шахов,2997,m,Шахова,Шах,
Чумаков,2994,m,Чумакова,,
Зимина,2989,f,,,Зимин
Жук,2987,u,,,
Тюрина,2987,f,,,Тюрин
Любимов,2985,m,Любимова,Любим,
Серова,2984,f,,,Серов
Пронина,2981,f,,,Пронин
Халилов,2978,m,Халилова,Халил,
Хафизов,2977,m,Хафизова,Хафиз,
Кольцов,2976,m,Кольцова,,
Кашин,2976,m,Кашина,,
Платонова,2975,f,,Платон,Платонов
Блинова,2973,f,,,Блинов
Ткачева,2971,f,,,Ткачев
Пучков,2964,m,Пучкова,,
Свиридова,2963,f,,Свирид,Свиридов
Клюев,2961,m,Клюева,,
Головко,2960,u,,,
Кузина,2955,f,,,Кузин
Глущенко,2954,u,,,
Владимирова,2953,f,,Владимир,Владимиров
Львов,2950,m,Львова,,
Семин,2950,m,Семина,,
Аверьянов,2948,m,Аверьянова,Аверьян,
Игнатова,2948,f,,Игнат,Игнатов
Овчаренко,2944,u,,,
Шевцова,2943,f,,,Шевцов
Кротов,2939,m,Кротова,,
Гусаров,2938,m,Гусарова,,
Мухина,2937,f,,,Мухин
Косарев,2936,m,Косарева,,
Мазур,2935,u,,,
Проценко,2925,u,,,
Олейников,2925,m,Олейникова,,
Пашков,2920,m,Пашкова,,
Фокина,2912,f,,,Фокин
Полянский,2907,m,Полянская,,
Шувалов,2907,m,Шувалова,,
Шилова,2900,f,,,Шилов
Никонова,2900,f,,Никон,Никонов
Перминов,2897,m,Перминова,,
Шмидт,2894,u,,,
Кулешова,2893,f,,,Кулешов
Каримова,2889,f,,Карим,Каримов
Степанян,2889,u,,,
Ковтун,2888,u,,,
Володина,2886,f,,,Володин
Зорина,2885,f,,,Зорин
Симаков,2877,m,Симакова,,
Круглова,2876,f,,,Круглов
Сердюк,2875,u,,,
Чижов,2874,m,Чижова,,
Багдасарян,2872,u,,,
Измайлов,2871,m,Измайлова,,
Сухоруков,2870,m,Сухорукова,,
Богачев,2870,m,Богачева,,
Пирогов,2869,m,Пирогова,,
Хасанова,2869,f,,Хасан,Хасанов
Терехова,2861,f,,,Терехов
Панина,2861,f,,,Панин
Самойленко,2860,u,,,
Севостьянов,2858,m,Севостьянова,Севостьян,
Санников,2847,m,Санникова,,
Таран,2846,u,,,
Бурмистров,2846,m,Бурмистрова,,
Сычева,2845,f,,,Сычев
Тен,2844,u,,,
Омельченко,2839,u,,,
Ситникова,2838,f,,,Ситников
Сапожников,2826,m,Сапожникова,,
Антипова,2826,f,,Антип,Антипов
Арефьев,2824,m,Арефьева,,
Барышников,2822,m,Барышникова,,
Кочнев,2817,m,Кочнева,,
Евтушенко,2816,u,,,
Хромов,2815,m,Хромова,,
Саргсян,2814,u,,,
Безруков,2814,m,Безрукова,,
Касьянов,2813,m,Касьянова,Касьян,
Кустов,2813,m,Кустова,,
Мочалов,2813,m,Мочалова,,
Мещерякова,2812,f,,,Мещеряков
Кравчук,2812,u,,,
Родина,2810,f,,,Родин
Пивоваров,2806,m,Пивоварова,,
Клочков,2806,m,Клочкова,,
Черкашин,2805,m,Черкашина,,
Захарченко,2798,u,,,
Жаров,2790,m,Жарова,,
Купцов,2788,m,Купцова,,
Варламов,2786,m,Варламова,Варлам,
Абросимов,2785,m,Абросимова,Абросим,
Гурьянов,2780,m,Гурьянова,Гурьян,
Филин,2779,m,Филина,,
Зиновьева,2778,f,,,Зиновьев
Касимов,2777,m,Касимова,Касим,
Мамедова,2771,f,,Мамед,Мамедов
Трусов,2770,m,Трусова,,
Черникова,2770,f,,,Черников
Дементьева,2767,f,,,Дементьев
Доценко,2766,u,,,
Сумкин,2764,m,Сумкина,,
Фетисов,2763,m,Фетисова,Фетис,
Гарипов,2761,m,Гарипова,,
Серегин,2760,m,Серегина,,
Катаев,2756,m,Катаева,,
Шакирова,2745,f,,Шакир,Шакиров
Смолин,2745,m,Смолина,,
Веселова,2743,f,,,Веселов
Суханова,2743,f,,,Суханов
Новоселова,2743,f,,,Новоселов
Ващенко,2739,u,,,
Артеменко,2730,u,,,
Прокофьева,2729,f,,,Прокофьев
Караваев,2729,m,Караваева,,
Ермоленко,2728,u,,,
Белкин,2726,m,Белкина,,
Бабушкин,2725,m,Бабушкина,,
Михайленко,2724,u,,,
Шаповалова,2722,f,,,Шаповалов
Трифонова,2718,f,,Трифон,Трифонов
Ляшенко,2717,u,,,
Малыгин,2713,m,Малыгина,,
Антоненко,2711,u,,,
Горин,2710,m,Горина,,
Ильиных,2710,u,,,
Акулов,2708,m,Акулова,,
Широкова,2702,f,,,Широков
Груздев,2695,m,Груздева,,
Винокурова,2693,f,,,Винокуров
Зубкова,2693,f,,,Зубков
Баринова,2693,f,,,Баринов
Ткачук,2693,u,,,
Мамонтов,2688,m,Мамонтова,,
Меркулова,2688,f,,,Меркулов
Шаталов,2686,m,Шаталова,,
Погорелов,2685,m,Погорелова,,
Маркелов,2682,m,Маркелова,Маркел,
Фоминых,2680,u,,,
Селиверстов,2673,m,Селиверстова,Селиверст,
Гараев,2664,m,Гараева,,
Терехин,2664,m,Терехина,,
Антропов,2659,m,Антропова,Антроп,
Тараканов,2657,m,Тараканова,,
Макеева,2656,f,,,Макеев
Агаев,2654,m,Агаева,,
